,0,1
8124,friday august 1 2014,2014-08-01
8125,16 09 73,1973-09-16
8126,thursday march 28 1974,1974-03-28
8127,tuesday october 25 1994,1994-10-25
8128,february 26 1989,1989-02-26
8129,wednesday april 9 1980,1980-04-09
8130,01 feb 2009,2009-02-01
8131,thursday january 12 2006,2006-01-12
8132,august 19 1983,1983-08-19
8133,31 january 2013,2013-01-31
8134,monday july 5 1982,1982-07-05
8135,friday august 29 1980,1980-08-29
8136,tuesday april 10 1973,1973-04-10
8137,thursday october 26 1989,1989-10-26
8138,tuesday april 15 1997,1997-04-15
8139,1 october 1987,1987-10-01
8140,december 9 2000,2000-12-09
8141,21 mar 2018,2018-03-21
8142,march 22 2017,2017-03-22
8143,10 january 2003,2003-01-10
8144,sunday january 16 1983,1983-01-16
8145,9/26/04,2004-09-26
8146,wednesday december 5 2007,2007-12-05
8147,tuesday march 9 1976,1976-03-09
8148,23 june 1992,1992-06-23
8149,15 jun 1984,1984-06-15
8150,monday january 25 2010,2010-01-25
8151,22 aug 2004,2004-08-22
8152,friday september 25 1998,1998-09-25
8153,20 aug 1993,1993-08-20
8154,11.10.71,1971-10-11
8155,23 aug 2006,2006-08-23
8156,tuesday december 27 2011,2011-12-27
8157,20 september 1994,1994-09-20
8158,saturday june 23 2001,2001-06-23
8159,29 december 1999,1999-12-29
8160,september 7 2002,2002-09-07
8161,sunday july 16 2006,2006-07-16
8162,september 2 2016,2016-09-02
8163,26 mar 1990,1990-03-26
8164,5 august 2005,2005-08-05
8165,26 12 73,1973-12-26
8166,july 1 1983,1983-07-01
8167,saturday december 30 1995,1995-12-30
8168,september 18 1987,1987-09-18
8169,wednesday august 20 2014,2014-08-20
8170,29 oct 1981,1981-10-29
8171,5 02 13,2013-02-05
8172,17 09 15,2015-09-17
8173,29 08 77,1977-08-29
8174,tuesday march 16 1993,1993-03-16
8175,18 feb 1996,1996-02-18
8176,january 12 1993,1993-01-12
8177,saturday may 21 1983,1983-05-21
8178,saturday july 18 2015,2015-07-18
8179,15 may 2018,2018-05-15
8180,monday january 10 2005,2005-01-10
8181,23 sep 1970,1970-09-23
8182,august 23 2005,2005-08-23
8183,12/11/97,1997-12-11
8184,sep 25 1993,1993-09-25
8185,13 april 1976,1976-04-13
8186,thursday april 23 1987,1987-04-23
8187,14 09 09,2009-09-14
8188,friday september 15 1989,1989-09-15
8189,9 01 10,2010-01-09
8190,3/28/80,1980-03-28
8191,25 march 2008,2008-03-25
8192,saturday july 5 1986,1986-07-05
8193,23 december 1986,1986-12-23
8194,january 19 1981,1981-01-19
8195,saturday january 12 1974,1974-01-12
8196,sunday september 16 2001,2001-09-16
8197,01.03.74,1974-03-01
8198,wednesday march 23 2011,2011-03-23
8199,may 14 1994,1994-05-14
8200,thursday january 20 1994,1994-01-20
8201,thursday november 9 1989,1989-11-09
8202,may 18 1999,1999-05-18
8203,14 february 1993,1993-02-14
8204,saturday may 12 2001,2001-05-12
8205,16 aug 2015,2015-08-16
8206,wednesday october 7 1992,1992-10-07
8207,friday july 22 2011,2011-07-22
8208,tuesday may 10 1983,1983-05-10
8209,22 apr 1998,1998-04-22
8210,sep 28 1985,1985-09-28
8211,friday july 3 1970,1970-07-03
8212,saturday november 29 2003,2003-11-29
8213,4 12 14,2014-12-04
8214,8 mar 1990,1990-03-08
8215,12 oct 1979,1979-10-12
8216,tuesday october 29 1991,1991-10-29
8217,5/25/86,1986-05-25
8218,dec 24 1998,1998-12-24
8219,9 05 07,2007-05-09
8220,04 nov 2016,2016-11-04
8221,23 july 1979,1979-07-23
8222,23 jul 2015,2015-07-23
8223,26 07 71,1971-07-26
8224,sunday march 16 1997,1997-03-16
8225,4/25/75,1975-04-25
8226,12/9/94,1994-12-09
8227,saturday march 16 2002,2002-03-16
8228,tuesday july 6 2010,2010-07-06
8229,monday june 2 2008,2008-06-02
8230,tuesday july 25 2000,2000-07-25
8231,23 july 2009,2009-07-23
8232,10 january 2006,2006-01-10
8233,thursday april 14 1988,1988-04-14
8234,march 16 2016,2016-03-16
8235,27 dec 1986,1986-12-27
8236,monday may 28 2007,2007-05-28
8237,september 13 1988,1988-09-13
8238,february 10 2014,2014-02-10
8239,thursday august 21 1997,1997-08-21
8240,wednesday december 16 1981,1981-12-16
8241,monday march 12 1984,1984-03-12
8242,17.03.73,1973-03-17
8243,tuesday may 2 1972,1972-05-02
8244,thursday february 19 2009,2009-02-19
8245,wednesday june 22 2011,2011-06-22
8246,23 mar 1980,1980-03-23
8247,august 22 1990,1990-08-22
8248,09 oct 1998,1998-10-09
8249,wednesday april 9 2008,2008-04-09
8250,wednesday june 1 2011,2011-06-01
8251,saturday october 18 2014,2014-10-18
8252,08 feb 1972,1972-02-08
8253,tuesday november 26 1991,1991-11-26
8254,january 4 1985,1985-01-04
8255,sunday january 20 1980,1980-01-20
8256,thursday march 4 1999,1999-03-04
8257,friday december 8 1972,1972-12-08
8258,july 24 1975,1975-07-24
8259,21 apr 1994,1994-04-21
8260,oct 30 1999,1999-10-30
8261,06.12.05,2005-12-06
8262,tuesday november 25 1975,1975-11-25
8263,nov 28 1977,1977-11-28
8264,17 june 1974,1974-06-17
8265,monday december 19 2005,2005-12-19
8266,sunday june 21 2009,2009-06-21
8267,friday november 24 2017,2017-11-24
8268,monday september 28 2009,2009-09-28
8269,dec 21 1973,1973-12-21
8270,saturday february 17 2007,2007-02-17
8271,monday december 14 2009,2009-12-14
8272,14 sep 2009,2009-09-14
8273,3 august 1974,1974-08-03
8274,june 18 2008,2008-06-18
8275,07.12.80,1980-12-07
8276,sunday august 16 1987,1987-08-16
8277,thursday september 6 1990,1990-09-06
8278,13 may 2015,2015-05-13
8279,8 september 1999,1999-09-08
8280,23 nov 1991,1991-11-23
8281,thursday may 3 1973,1973-05-03
8282,sunday october 23 1983,1983-10-23
8283,september 22 2014,2014-09-22
8284,17 apr 1999,1999-04-17
8285,25 march 1984,1984-03-25
8286,monday february 16 2009,2009-02-16
8287,27 dec 1970,1970-12-27
8288,february 5 2009,2009-02-05
8289,14 dec 1979,1979-12-14
8290,saturday july 24 1982,1982-07-24
8291,january 30 1970,1970-01-30
8292,20 april 2005,2005-04-20
8293,thursday october 12 1995,1995-10-12
8294,01 may 1976,1976-05-01
8295,june 3 1998,1998-06-03
8296,saturday may 9 1992,1992-05-09
8297,wednesday september 3 1975,1975-09-03
8298,saturday august 2 1975,1975-08-02
8299,19 09 73,1973-09-19
8300,8 november 2011,2011-11-08
8301,january 25 2007,2007-01-25
8302,sunday september 21 2008,2008-09-21
8303,january 29 1998,1998-01-29
8304,tuesday may 24 2011,2011-05-24
8305,friday august 30 2013,2013-08-30
8306,26 august 2010,2010-08-26
8307,sunday may 23 1971,1971-05-23
8308,april 9 2006,2006-04-09
8309,24 mar 1976,1976-03-24
8310,16 february 2012,2012-02-16
8311,wednesday april 27 2011,2011-04-27
8312,tuesday april 11 2000,2000-04-11
8313,19.11.71,1971-11-19
8314,tuesday february 1 2011,2011-02-01
8315,friday october 1 1993,1993-10-01
8316,may 6 1993,1993-05-06
8317,july 4 1982,1982-07-04
8318,mar 28 1978,1978-03-28
8319,monday december 5 2011,2011-12-05
8320,saturday september 16 2000,2000-09-16
8321,15 jul 2016,2016-07-15
8322,thursday july 5 2007,2007-07-05
8323,thursday january 1 1987,1987-01-01
8324,13 04 11,2011-04-13
8325,tuesday may 30 1989,1989-05-30
8326,friday december 6 1985,1985-12-06
8327,saturday october 16 2010,2010-10-16
8328,12 sep 1970,1970-09-12
8329,february 12 2018,2018-02-12
8330,jun 1 2004,2004-06-01
8331,thursday june 21 1979,1979-06-21
8332,wednesday april 23 2014,2014-04-23
8333,10/20/92,1992-10-20
8334,sunday june 21 2009,2009-06-21
8335,friday november 23 1979,1979-11-23
8336,thursday february 28 1985,1985-02-28
8337,wednesday december 30 1970,1970-12-30
8338,05.02.89,1989-02-05
8339,january 11 1975,1975-01-11
8340,thursday march 29 1973,1973-03-29
8341,thursday may 28 1970,1970-05-28
8342,tuesday august 11 1987,1987-08-11
8343,30 dec 1974,1974-12-30
8344,saturday october 13 1973,1973-10-13
8345,tuesday may 3 1988,1988-05-03
8346,saturday march 4 1978,1978-03-04
8347,thursday january 14 2016,2016-01-14
8348,wednesday february 11 2015,2015-02-11
8349,31 may 2009,2009-05-31
8350,march 23 2008,2008-03-23
8351,saturday august 26 1978,1978-08-26
8352,19 jan 2007,2007-01-19
8353,thursday december 3 2009,2009-12-03
8354,12 may 2013,2013-05-12
8355,29 november 1975,1975-11-29
8356,3 may 1975,1975-05-03
8357,8 october 2007,2007-10-08
8358,monday august 9 1982,1982-08-09
8359,14 may 2001,2001-05-14
8360,apr 2 1977,1977-04-02
8361,saturday july 30 2011,2011-07-30
8362,monday november 16 1970,1970-11-16
8363,monday february 14 2000,2000-02-14
8364,monday june 14 2004,2004-06-14
8365,tuesday june 20 1978,1978-06-20
8366,sunday july 31 2016,2016-07-31
8367,june 25 2013,2013-06-25
8368,31 may 1984,1984-05-31
8369,28 march 2006,2006-03-28
8370,7 mar 1979,1979-03-07
8371,monday november 29 1976,1976-11-29
8372,21.01.78,1978-01-21
8373,february 4 2017,2017-02-04
8374,3 june 1972,1972-06-03
8375,27 april 2013,2013-04-27
8376,tuesday october 13 2009,2009-10-13
8377,tuesday june 9 1992,1992-06-09
8378,11 sep 2013,2013-09-11
8379,wednesday august 27 1975,1975-08-27
8380,07.07.88,1988-07-07
8381,1 october 2015,2015-10-01
8382,24 april 1990,1990-04-24
8383,12 august 2004,2004-08-12
8384,saturday november 30 1974,1974-11-30
8385,29 october 1970,1970-10-29
8386,sunday may 19 1974,1974-05-19
8387,tuesday march 1 1977,1977-03-01
8388,30.08.72,1972-08-30
8389,tuesday november 24 1992,1992-11-24
8390,30 october 1970,1970-10-30
8391,10/23/70,1970-10-23
8392,10 july 1974,1974-07-10
8393,18 jul 1994,1994-07-18
8394,12 january 1990,1990-01-12
8395,28 08 06,2006-08-28
8396,wednesday september 12 2007,2007-09-12
8397,sunday january 27 2013,2013-01-27
8398,friday april 27 2001,2001-04-27
8399,thursday march 1 2018,2018-03-01
8400,monday december 2 2002,2002-12-02
8401,friday january 17 1992,1992-01-17
8402,26 nov 1973,1973-11-26
8403,thursday november 14 1991,1991-11-14
8404,3 12 83,1983-12-03
8405,february 15 1972,1972-02-15
8406,27 oct 2000,2000-10-27
8407,tuesday may 1 2007,2007-05-01
8408,9 january 1980,1980-01-09
8409,thursday september 13 2012,2012-09-13
8410,february 9 1984,1984-02-09
8411,25 aug 1975,1975-08-25
8412,sunday july 3 1983,1983-07-03
8413,monday february 23 2009,2009-02-23
8414,monday april 17 1989,1989-04-17
8415,29 oct 1996,1996-10-29
8416,wednesday may 25 1977,1977-05-25
8417,thursday july 19 1973,1973-07-19
8418,30.11.99,1999-11-30
8419,4/29/10,2010-04-29
8420,20 aug 1974,1974-08-20
8421,mar 26 1976,1976-03-26
8422,tuesday october 26 1999,1999-10-26
8423,jul 29 2015,2015-07-29
8424,saturday july 22 1972,1972-07-22
8425,friday july 7 1972,1972-07-07
8426,03 jun 1991,1991-06-03
8427,tuesday july 29 1986,1986-07-29
8428,thursday march 23 1989,1989-03-23
8429,19 jan 1994,1994-01-19
8430,1/22/01,2001-01-22
8431,friday september 24 1971,1971-09-24
8432,oct 28 1999,1999-10-28
8433,14 november 2007,2007-11-14
8434,17 february 1996,1996-02-17
8435,october 15 1975,1975-10-15
8436,monday october 10 1988,1988-10-10
8437,thursday august 21 1980,1980-08-21
8438,sunday march 31 1985,1985-03-31
8439,sunday august 17 2003,2003-08-17
8440,friday july 25 2008,2008-07-25
8441,24 october 1987,1987-10-24
8442,29 may 1995,1995-05-29
8443,1 oct 2011,2011-10-01
8444,21 sep 1973,1973-09-21
8445,monday may 1 2000,2000-05-01
8446,thursday september 21 1989,1989-09-21
8447,13 feb 2010,2010-02-13
8448,15 july 1994,1994-07-15
8449,13 jul 2012,2012-07-13
8450,dec 1 1997,1997-12-01
8451,26 june 1975,1975-06-26
8452,july 26 1983,1983-07-26
8453,wednesday july 16 2014,2014-07-16
8454,25 may 2016,2016-05-25
8455,july 5 2000,2000-07-05
8456,january 23 2017,2017-01-23
8457,6 09 02,2002-09-06
8458,dec 4 1973,1973-12-04
8459,saturday july 30 2011,2011-07-30
8460,15 february 2001,2001-02-15
8461,2/28/88,1988-02-28
8462,8 11 10,2010-11-08
8463,12/16/15,2015-12-16
8464,friday december 25 1981,1981-12-25
8465,monday february 22 1993,1993-02-22
8466,16 dec 2008,2008-12-16
8467,wednesday september 13 2000,2000-09-13
8468,01 nov 2015,2015-11-01
8469,friday january 3 2003,2003-01-03
8470,monday april 18 1988,1988-04-18
8471,20 10 79,1979-10-20
8472,wednesday may 7 1980,1980-05-07
8473,friday october 11 2013,2013-10-11
8474,8/17/91,1991-08-17
8475,dec 21 2007,2007-12-21
8476,04 may 1995,1995-05-04
8477,apr 27 1982,1982-04-27
8478,wednesday july 20 2011,2011-07-20
8479,april 8 2003,2003-04-08
8480,10 february 1981,1981-02-10
8481,29 oct 2008,2008-10-29
8482,16 jun 1984,1984-06-16
8483,wednesday january 6 1971,1971-01-06
8484,tuesday august 2 2011,2011-08-02
8485,wednesday september 17 2014,2014-09-17
8486,6 jun 1982,1982-06-06
8487,wednesday october 6 1999,1999-10-06
8488,saturday february 4 2017,2017-02-04
8489,25 october 2016,2016-10-25
8490,sunday february 25 1979,1979-02-25
8491,friday august 11 1972,1972-08-11
8492,monday may 1 1995,1995-05-01
8493,tuesday november 14 2006,2006-11-14
8494,28 september 1975,1975-09-28
8495,2 september 2014,2014-09-02
8496,sunday june 24 1990,1990-06-24
8497,saturday december 8 1990,1990-12-08
8498,29 june 2009,2009-06-29
8499,27 november 1983,1983-11-27
8500,30 may 2012,2012-05-30
8501,tuesday may 6 2014,2014-05-06
8502,5 october 1971,1971-10-05
8503,23 feb 1997,1997-02-23
8504,june 11 2001,2001-06-11
8505,11 january 2011,2011-01-11
8506,monday october 19 1992,1992-10-19
8507,saturday may 27 1995,1995-05-27
8508,19 02 97,1997-02-19
8509,9/4/75,1975-09-04
8510,monday october 2 2017,2017-10-02
8511,friday december 12 2003,2003-12-12
8512,wednesday august 10 1977,1977-08-10
8513,saturday january 7 1984,1984-01-07
8514,7/26/14,2014-07-26
8515,sunday february 20 2005,2005-02-20
8516,monday april 27 1998,1998-04-27
8517,30 oct 1980,1980-10-30
8518,sunday march 14 1976,1976-03-14
8519,march 15 2003,2003-03-15
8520,march 15 2014,2014-03-15
8521,09 sep 1974,1974-09-09
8522,22 feb 1973,1973-02-22
8523,wednesday october 28 1981,1981-10-28
8524,may 14 2011,2011-05-14
8525,17 nov 1974,1974-11-17
8526,saturday january 6 1973,1973-01-06
8527,sunday september 28 2003,2003-09-28
8528,saturday june 6 2015,2015-06-06
8529,april 2 1993,1993-04-02
8530,1/23/84,1984-01-23
8531,february 20 1980,1980-02-20
8532,thursday october 22 2009,2009-10-22
8533,16 december 1982,1982-12-16
8534,02.04.00,2000-04-02
8535,sunday august 9 2015,2015-08-09
8536,nov 6 1986,1986-11-06
8537,11 oct 2002,2002-10-11
8538,friday march 11 1994,1994-03-11
8539,26 mar 1980,1980-03-26
8540,30 may 2007,2007-05-30
8541,4/17/79,1979-04-17
8542,19.12.87,1987-12-19
8543,11 may 1982,1982-05-11
8544,may 5 1991,1991-05-05
8545,20 june 1974,1974-06-20
8546,monday december 12 1988,1988-12-12
8547,23 may 1986,1986-05-23
8548,15 jun 2009,2009-06-15
8549,21 nov 2001,2001-11-21
8550,tuesday september 22 1987,1987-09-22
8551,wednesday august 1 2012,2012-08-01
8552,saturday january 22 2005,2005-01-22
8553,thursday november 19 1981,1981-11-19
8554,12 apr 2013,2013-04-12
8555,19 nov 2013,2013-11-19
8556,march 11 1987,1987-03-11
8557,saturday january 6 1990,1990-01-06
8558,sunday december 30 2001,2001-12-30
8559,8 10 71,1971-10-08
8560,24 jun 2003,2003-06-24
8561,monday november 12 1979,1979-11-12
8562,thursday august 12 1999,1999-08-12
8563,9/12/74,1974-09-12
8564,20 12 74,1974-12-20
8565,11/4/77,1977-11-04
8566,wednesday february 4 1976,1976-02-04
8567,june 17 2015,2015-06-17
8568,wednesday october 12 1994,1994-10-12
8569,15 november 1987,1987-11-15
8570,aug 9 2011,2011-08-09
8571,mar 4 1986,1986-03-04
8572,friday august 31 2012,2012-08-31
8573,saturday september 19 2015,2015-09-19
8574,tuesday july 27 2010,2010-07-27
8575,18 jun 1990,1990-06-18
8576,30 aug 2004,2004-08-30
8577,sunday august 16 1992,1992-08-16
8578,24 april 1988,1988-04-24
8579,monday june 18 2007,2007-06-18
8580,friday october 24 2008,2008-10-24
8581,may 2 1981,1981-05-02
8582,tuesday january 17 1995,1995-01-17
8583,sunday december 28 2003,2003-12-28
8584,monday january 28 2008,2008-01-28
8585,09.09.94,1994-09-09
8586,25 december 2003,2003-12-25
8587,november 27 1999,1999-11-27
8588,march 15 2009,2009-03-15
8589,15 oct 2010,2010-10-15
8590,tuesday march 23 1999,1999-03-23
8591,7 jul 1976,1976-07-07
8592,25 march 1975,1975-03-25
8593,september 24 1993,1993-09-24
8594,monday august 28 1978,1978-08-28
8595,thursday august 24 2017,2017-08-24
8596,11 dec 1995,1995-12-11
8597,11 jan 1983,1983-01-11
8598,26 feb 2002,2002-02-26
8599,friday july 11 1980,1980-07-11
8600,11/4/71,1971-11-04
8601,20 july 1990,1990-07-20
8602,15 04 76,1976-04-15
8603,friday june 6 2014,2014-06-06
8604,23 may 1981,1981-05-23
8605,5 august 1999,1999-08-05
8606,09 jan 1980,1980-01-09
8607,8 july 1974,1974-07-08
8608,april 20 2018,2018-04-20
8609,sunday september 29 2013,2013-09-29
8610,30 mar 2000,2000-03-30
8611,sep 15 1978,1978-09-15
8612,monday august 4 1997,1997-08-04
8613,sunday june 14 1998,1998-06-14
8614,wednesday october 6 2010,2010-10-06
8615,23 september 1990,1990-09-23
8616,wednesday september 27 2006,2006-09-27
8617,15 august 1981,1981-08-15
8618,june 7 1991,1991-06-07
8619,tuesday june 5 2018,2018-06-05
8620,wednesday may 3 1972,1972-05-03
8621,sunday june 11 1978,1978-06-11
8622,wednesday may 9 2007,2007-05-09
8623,monday june 20 1994,1994-06-20
8624,september 6 1980,1980-09-06
8625,august 9 2009,2009-08-09
8626,19 apr 1975,1975-04-19
8627,5/12/18,2018-05-12
8628,5 dec 2014,2014-12-05
8629,20 oct 1993,1993-10-20
8630,wednesday june 12 2013,2013-06-12
8631,february 7 1984,1984-02-07
8632,monday april 14 1975,1975-04-14
8633,26 dec 1995,1995-12-26
8634,friday august 5 1983,1983-08-05
8635,02 sep 1974,1974-09-02
8636,thursday august 20 1981,1981-08-20
8637,20 june 1985,1985-06-20
8638,thursday august 5 1976,1976-08-05
8639,monday october 18 2010,2010-10-18
8640,saturday october 5 1996,1996-10-05
8641,apr 17 2006,2006-04-17
8642,24 november 1992,1992-11-24
8643,nov 2 2015,2015-11-02
8644,28 07 94,1994-07-28
8645,monday april 14 1997,1997-04-14
8646,wednesday february 28 2018,2018-02-28
8647,wednesday november 8 2000,2000-11-08
8648,25 mar 1997,1997-03-25
8649,wednesday may 10 2006,2006-05-10
8650,21 april 2011,2011-04-21
8651,may 13 2010,2010-05-13
8652,friday june 2 2017,2017-06-02
8653,30 11 92,1992-11-30
8654,tuesday september 24 1991,1991-09-24
8655,25 aug 1979,1979-08-25
8656,monday november 17 1997,1997-11-17
8657,9/11/08,2008-09-11
8658,15 aug 1988,1988-08-15
8659,april 30 2015,2015-04-30
8660,01.10.07,2007-10-01
8661,friday november 10 2006,2006-11-10
8662,wednesday december 22 1971,1971-12-22
8663,friday january 8 2010,2010-01-08
8664,saturday april 5 2003,2003-04-05
8665,28 jun 1995,1995-06-28
8666,21.03.96,1996-03-21
8667,26.01.12,2012-01-26
8668,28 march 2002,2002-03-28
8669,february 5 1978,1978-02-05
8670,friday may 7 1976,1976-05-07
8671,september 2 1976,1976-09-02
8672,1/16/78,1978-01-16
8673,07.11.78,1978-11-07
8674,friday september 5 1986,1986-09-05
8675,october 17 1988,1988-10-17
8676,saturday december 13 2014,2014-12-13
8677,15 nov 1987,1987-11-15
8678,8 09 17,2017-09-08
8679,23 mar 1993,1993-03-23
8680,29 august 1978,1978-08-29
8681,13 apr 1970,1970-04-13
8682,08.01.71,1971-01-08
8683,19 jul 1998,1998-07-19
8684,31.07.78,1978-07-31
8685,wednesday january 3 2007,2007-01-03
8686,october 3 2003,2003-10-03
8687,tuesday september 9 2008,2008-09-09
8688,13 december 1974,1974-12-13
8689,friday january 2 1981,1981-01-02
8690,25 november 1996,1996-11-25
8691,thursday september 30 1993,1993-09-30
8692,sunday october 19 2014,2014-10-19
8693,sunday september 16 1979,1979-09-16
8694,apr 7 1978,1978-04-07
8695,jun 16 1982,1982-06-16
8696,21 mar 1981,1981-03-21
8697,march 11 1982,1982-03-11
8698,21 02 86,1986-02-21
8699,friday september 9 1988,1988-09-09
8700,saturday april 1 1995,1995-04-01
8701,26 apr 1971,1971-04-26
8702,7 november 1970,1970-11-07
8703,1 04 87,1987-04-01
8704,march 14 1977,1977-03-14
8705,1/30/06,2006-01-30
8706,thursday march 31 1983,1983-03-31
8707,friday august 17 1984,1984-08-17
8708,friday may 30 2003,2003-05-30
8709,8 aug 1997,1997-08-08
8710,sep 25 2002,2002-09-25
8711,july 5 2013,2013-07-05
8712,sunday september 15 1991,1991-09-15
8713,2 december 2017,2017-12-02
8714,13 aug 1990,1990-08-13
8715,september 27 2003,2003-09-27
8716,march 19 1994,1994-03-19
8717,friday april 23 1999,1999-04-23
8718,12.12.16,2016-12-12
8719,august 22 1990,1990-08-22
8720,29 jun 1975,1975-06-29
8721,21 mar 1999,1999-03-21
8722,february 21 1980,1980-02-21
8723,10 mar 1981,1981-03-10
8724,mar 11 1985,1985-03-11
8725,2 january 1978,1978-01-02
8726,22 jun 1987,1987-06-22
8727,04 jul 1993,1993-07-04
8728,october 10 2004,2004-10-10
8729,17 aug 2010,2010-08-17
8730,sunday september 12 2004,2004-09-12
